Changes_20181109_1159_-Gen5_Kombi-03_Prod_Dev-20_Specifications-10_Customer_Requirements-Consolidated-40_Requirements_-_Functions_3.1_sv,AccStateCurrentConsolidation_sv,OEM_ID_sv,Comparison with '/Gen5_Kombi/03_Prod_Dev/20_Specifications/10_Customer_Requirements/Consolidated/40_Requirements_-_Functions' version: 3.1,FSM,English_sv,Function_sv
unchanged,CON,40_19153,"Unter der Bedingung
PWF >= FB_H
UND
beruhigter Modus ist nicht aktiv ( siehe Anforderung 51_16269 ff. im Kapitel 'funktionsübergreifende Anzeigen' )
UND
DZM_PHEV_EBOOST_CHARGE_ENABLE == 1 ( = Anzeige eBOOST- und CHARGE-Segel-Flächen )
UND
{
{
GLOBAL_FAHRZEUG_TYP == 0h ( = Verbrenner, siehe Anforderungen 51_12353 ff. im Kapitel 'Definitionen' )
UND
GLOBAL_FAHRZEUG_AUSPRAEGUNG == 1h ( = 48V, siehe Anforderungen 51_17805 im Kapitel 'Definitionen' )
UND
Sport-Ansicht == 1 ( siehe Anforderung 51_2393 im Kapitel 'Fahrerlebnisschalter (FES)' )
}
ODER
{
GLOBAL_FAHRZEUG_TYP == 1h ( = PHEV, siehe Anforderungen 51_12353 ff im Kapitel 'Definitionen' )
UND
Bedingungen zur Darstellung des DZM in der rechten großen Tube sind erfüllt ( siehe Anforderung 51_16333 im Kapitel 'Tuben-Abhängigkeiten' )
}
}
werden in der linken großen Tube und in der rechten großen Tube zusätzlich die
eBOOST-Segel-Flächen
UND
CHARGE-Segel-Flächen
dargestellt, wenn die nachfolgenden Bedingungen zur Anzeige der jeweiligen Segel-Flächen erfüllt sind.

Hinweis:
Die Anzeige der Segel-Flächen im beruhigten Modus ist ab den Anforderungen 51_17773 ff. in diesem Kapitel beschrieben.",non-FS,"On the condition
PWF >= FB_H
AND
reassuring mode is not active (see request 51_16269 FF. in the section “function-spreading displays”)
AND
DZM_PHEV_EBOOST_CHARGE_ENABLE == 1 (= display eBOOST and load sail areas)
AND
{
{
GLOBAL_FAHRZEUG_TYP == 0h (= verb racer, see request 51_12353 FF. in the section “definitions”)
AND
GLOBAL_FAHRZEUG_AUSPRAEGUNG == 1h (= 48V, see request 51_17805 in the section “definitions”)
AND
Sport view == 1 (see to request 51_2393 in the section “driving experience button (FES)”)
}
OR
{
GLOBAL_FAHRZEUG_TYP == 1h (= PHEV, see request 51_12353 FF in the section “definitions”)
AND
Conditions for the representation of the DZM in the right large tube are fulfilled (see request 51_16333 in the section “tube dependancies”)
}
}
become additional in the left large tube and in the right large tube those
EBOOST sail areas
AND
Load sail areas
represented, if the following conditions are fulfilled for the display of the respective sail areas.

Note:
The display of the sail areas in the reassuring mode is starting from the request 51_17773 FF. in this section described.",TBD
unchanged,NRQ,40_9922,14.8.9.5.11.5.1 Steuerung der eBOOST- und CHARGE-Segel-Flächen über das Signal Anteil_Aktuell_Elektromotor_Antrieb_Rekuperation,non-FS,Controlling eBOOST and load sail areas over the signal of the Anteil_Aktuell_Elektromotor_Antrieb_Rekuperation,TBD
unchanged,CON,40_9926,"Unter der Bedingung
Anforderung 51_19153 == erfüllt ( = PWF >= FB_H, DZM in der Anzeige und Segel-Flächen sind auf EIN kodiert )
UND
DZM_EBOOST_CHARGE_VARIANTE == 0000b ( = Steuerung der eBOOST- und CHARGE-Segel-Flächen über das Signal Anteil_Aktuell_Elektromotor_Antrieb_Rekuperation )
werden die Segel-Flächen in Abhängigkeit vom Signal
Anteil_Aktuell_Elektromotor_Antrieb_Rekuperation
UND
DZM_EBOOST_KENNLINIE_EIN, DZM_EBOOST_KENNLINIE_AUS, DZM_CHARGE_KENNLINIE_EIN sowie DZM_CHARGE_KENNLINIE_AUS
wie folgt dargestellt:

 
Hinweise:
1.) Die Fahrzeug-Ausprägung 12V bzw. 48V wird bereits über die Kennlinien
     DZM_EBOOST_KENNLINIE_EIN, DZM_EBOOST_KENNLINIE_AUS, DZM_CHARGE_KENNLINIE_EIN sowie DZM_CHARGE_KENNLINIE_AUS abgebildet.
2.) Die Kennlinien DZM_EBOOST_KENNLINIE_EIN und DZM_EBOOST_KENNLINIE_AUS werden jeweils über 4 Kennlinien-Punkten abgebildet.
3.) Die Kennlinien DZM_CHARGE_KENNLINIE_EIN und DZM_CHARGE_KENNLINIE_AUS werden jeweils über 4 Kennlinien-Punkten abgebildet.
4.) Der Kennlinien-Punkt DZM_xxx_KENNLINIE_EIN [ 1 ] entspricht dem Einschalt-Wert für das eBOOST-Segel 1 bzw. CHARGE-Segel 1,
      d. h. z. B. DZM_ EBOOST_KENNLINIE_EIN [ 1 ] entspricht dem Einschalt-Wert für das eBOOST-Segel 1
5.) Der Kennlinien-Punkt DZM_xxx_KENNLINIE_AUS [ 1 ] entspricht dem Ausschalt-Wert für das eBOOST-Segel 1 bzw. CHARGE-Segel 1,
      d. h. z. B. DZM_ EBOOST_KENNLINIE_AUS [ 1 ] entspricht dem dem Ausschalt-Wert für die eBOOST-Segel 1
6.) Ein kodierter Kennlinien-Punkt mit > 64h ( > 100 % ) bedeutet keine Anzeige für dieses eBOOST- oder CHARGE-Segel, d. h. dieses Segel wird nicht angezeigt.
7.) Falls ein Kennlinien-Punkt mit > 64h ( > 100 % ) deaktiviert ist, so soll sowohl DZM_xxx_KENNLINIE_EIN [ n ] als auch DZM_xxx_KENNLINIE_AUS [ n ] mit jeweils mit > 64h ( > 100 % ) kodiert sein.
     Sollte bei einem Kennlinien-Punkt nur der EIN- oder AUS-Wert mit > 64h ( > 100 % ) kodiert sein und nicht beide mit mit > 64h ( > 100 % ) kodiert sein, so wird diese Segel-Fläche deaktiviert und nicht angezeigt.
8.) Ist ein Kennlinien-Punkt mit > 64h ( > 100 % ) deaktiviert, so werden die nachfolgenden Kennlinien-Punkte ebenfalls als deaktiviert behandelt, selbst wenn gültige Werte für die nachfolgenden Kennlinien-Punkte kodiert sind: z. B. Kenlinien-Punkt [ 2 ] > 64h ( > 100 % ) bedeutet, daß Kenlinien-Punkt [ 3 ] und Kenlinien-Punkt [ 4 ] mit jeweils mit > 64h ( > 100 % ) kodiert interpretiert werden ( unabhängig davon, ob dort tatsächlich mit > 64h ( > 100 % ) kodiert ist ).",non-FS,"<<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>>On the condition
Request 51_19153 == fulfilled (= PWF >= FB_H, DZM in the display and sail areas are coded on)
AND
DZM_EBOOST_CHARGE_VARIANTE == 0000b (= controlling eBOOST and load sail areas over the signal of the Anteil_Aktuell_Elektromotor_Antrieb_Rekuperation)
become the sail areas as a function of the signal
Anteil_Aktuell_Elektromotor_Antrieb_Rekuperation
AND
DZM_EBOOST_KENNLINIE_EIN, DZM_EBOOST_KENNLINIE_AUS, DZM_CHARGE_KENNLINIE_EIN as well as DZM_CHARGE_KENNLINIE_AUS
represented as follows:

 
Notes:
1.) Vehicle development 12V or 48V becomes already over the characteristic curves
     DZM_EBOOST_KENNLINIE_EIN, DZM_EBOOST_KENNLINIE_AUS, DZM_CHARGE_KENNLINIE_EIN as well as DZM_CHARGE_KENNLINIE_AUS shown.
2.) The characteristic curves DZM_EBOOST_KENNLINIE_EIN and DZM_EBOOST_KENNLINIE_AUS are illustrated in each case over 4 points of characteristic curve.
3.) The characteristic curves DZM_CHARGE_KENNLINIE_EIN and DZM_CHARGE_KENNLINIE_AUS are illustrated in each case over 4 points of characteristic curve.
4.) The point of characteristic curve DZM_xxx_KENNLINIE_EIN [1] corresponds to the switching on value for the eBOOST sail 1 or load sail 1,
      i.e. e.g. DZM_ EBOOST_KENNLINIE_EIN [1] corresponds to the switching on value for the eBOOST sail 1
5.) The point of characteristic curve DZM_xxx_KENNLINIE_AUS [1] corresponds to the switching off value for the eBOOST sail 1 or load sail 1,
      i.e. e.g. DZM_ EBOOST_KENNLINIE_AUS [1] corresponds to that the switching off value for the eBOOST sails 1
6.) A coded point of characteristic curve with > 64h (> 100%) does not mean a display for this eBOOST or load sails, i.e. this sail is not displayed.
7.) If one point of characteristic curve with > 64h (> 100%) is disabled, then is both DZM_xxx_KENNLINIE_EIN [n] and DZM_xxx_KENNLINIE_AUS [n] with in each case with > 64h (> 100%) to be coded.
     Should at one point of characteristic curve only IN or analyze with > 64h (> 100%) to be coded and both also with > 64h (> 100%) not be coded, then this sail area is disabled and is not displayed.
8.) If one point of characteristic curve with > 64h (> 100%) is disabled, then the following points of characteristic curve are likewise treated as disabled, even if valid values for the following points of characteristic curve are coded: e.g. > 64h (> 100%) meant Kenlinien point [2] that Kenlinien point [3] and Kenlinien point [4] with in each case are interpreted with > 64h (> 100%) coded (independently of whether with > 64h (> 100%) there is coded actually).",TBD
unchanged,NRQ,40_19181,14.8.9.5.11.5.1.1 eBOOST-Schriftzug,non-FS,EBOOST font,TBD
unchanged,CON,40_19177,"Unter der Bedingung
Anforderung 51_9926 == erfüllt ( = PWF >= FB_H, DZM in der Anzeige, Segel-Flächen sind auf EIN kodiert und Steuerung der Segel-Flächen durch die DME )
UND
Bedingungen für die Darstellung des ersten eBOOST-Segels sind erfüllt
wird zusätzlich der eBOOST-Schriftzug in der rechten großen Tube dargestellt.

Hinweise:
1.) Die erste eBOOST-Segel-Fläche und der eBOOST-Schriftzug werden gleichzeitig eingeblendet.
2.) Der eBOOST-Schriftzug wird wieder aus der Anzeige genommen, wenn die erste eBOOST-Segel-Fläche ausgeblendet wird.
     Der eBOOST-Schriftzug und die erste eBOOST-Segel-Fläche werden dabei gleichzeitig aus der Anzeige genommen.
3.) Beim Wechsel von eBOOST auf CHARGE muß sichergestellt werden, daß zuerst die eBOOST-Anzeige komplett aus der Anzeige genommen ist, bevor die CHARGE-Anzeige dargestellt wird.",non-FS,"On the condition
Request 51_9926 == fulfilled (= PWF >= FB_H, DZM in the display, sail areas are coded on and controlling of the sail areas by the DME)
AND
Conditions for the representation of the first eBOOST sail are fulfilled
additionally the eBOOST font in the right large tube is represented.

Notes:
1.) The first eBOOST sail area and the eBOOST font are shown at the same time.
2.) The eboost font is taken to the display, if the first eBOOST sail area is faded out.
     The eboost font and the first eBOOST sail area are taken at the same time thereby from the display.
3.) With the change of eBOOST on LOAD it must be guaranteed that first the eBOOST display is completely taken from the display, before the load display is represented.",TBD
unchanged,NRQ,40_19182,14.8.9.5.11.5.1.2 CHARGE-Schriftzug,non-FS,Load font,TBD
unchanged,CON,40_19183,"Unter der Bedingung
Anforderung 51_9926 == erfüllt ( = PWF >= FB_H, DZM in der Anzeige, Segel-Flächen sind auf EIN kodiert und Steuerung der Segel-Flächen durch die DME )
UND
Bedingungen für die Darstellung des ersten CHARGE-Segels sind erfüllt
wird zusätzlich der CHARGE-Schriftzug in der rechten großen Tube dargestellt.

Hinweise:
1.) Die erste CHARGE-Segel-Fläche und der CHARGE-Schriftzug werden gleichzeitig eingeblendet.
2.) Der CHARGE-Schriftzug wird wieder aus der Anzeige genommen, wenn die erste CHARGE-Segel-Fläche ausgeblendet wird.
     Der CHARGE-Schriftzug und die erste CHARGE-Segel-Fläche werden dabei gleichzeitig aus der Anzeige genommen.
3.) Beim Wechsel von CHARGE auf eBOOST muß sichergestellt werden, daß zuerst die CHARGE-Anzeige komplett aus der Anzeige genommen ist, bevor die eBOOST-Anzeige dargestellt wird.",non-FS,"On the condition
Request 51_9926 == fulfilled (= PWF >= FB_H, DZM in the display, sail areas are coded on and controlling of the sail areas by the DME)
AND
Conditions for the representation of the first load sail are fulfilled
additionally the load font in the right large tube is represented.

Notes:
1.) The first load sail area and the load font are shown at the same time.
2.) The load font is taken to the display, if the first load sail area is faded out.
     The load font and the first load sail area are taken at the same time thereby from the display.
3.) With the change of LOAD on eBOOST it must be guaranteed that first the load display is completely taken from the display, before the eBOOST display is represented.",TBD
unchanged,NRQ,40_19158,14.8.9.5.11.5.2 Steuerung der eBOOST- und CHARGE-Segel-Flächen über Zeit-Steuerung im Kombi,non-FS,Controller eBOOST and load sail areas over timing in the combination,TBD
unchanged,CON,40_19180,"Unter der Bedingung
Anforderung 51_19153 == erfüllt ( = PWF >= FB_H, DZM in der Anzeige und Segel-Flächen sind auf EIN kodiert )
UND
DZM_EBOOST_CHARGE_VARIANTE == 0001b ( = Steuerung der eBOOST- und CHARGE-Segel-Flächen über Zeit-Steuerung im Kombi )
erfolgt die Steuerung der eBOOST- und CHARGE-Segel-Flächen über eine Zeit-Steuerung im Kombi.",non-FS,"On the condition
Request 51_19153 == fulfilled (= PWF >= FB_H, DZM in the display and sail areas are coded on)
AND
DZM_EBOOST_CHARGE_VARIANTE == 0001b (= controller eBOOST and load sail areas over timing in the combination)
is made the controller eBOOST and load sail areas by a timing in the combination.",TBD
unchanged,NRQ,40_19172,14.8.9.5.11.5.2.1 eBOOST,non-FS,eBOOST,TBD
unchanged,CON,40_19159,"Unter der Bedingung
Anforderung 51_19180 == erfüllt ( = PWF >= FB_H, DZM in der Anzeige, Segel-Flächen sind auf EIN kodiert und Zeit-Steuerung im Kombi )
UND
Anzeige_Betriebsart_Antrieb_Hybrid == 0xxx xxxx xxx1 b ( = zeitvariantes Boosten )
werden
die einzelnen eBOOST-Segel-Flächen nacheinander jeweils im zeitlichen Abstand von DZM_EBOOST_DAUER _AUFEINANDERFOLGENDE_SEGELFLAECHE
UND
der eBOOST-Schriftzug
dargestellt.

Hinweise:
1.) Das bedeutet, daß der Aufbau der 4 Segel-Flächen 4 mal DZM_EBOOST_DAUER _AUFEINANDERFOLGENDE_SEGELFLAECHE dauert.
2.) Die erste eBOOST-Segel-Fläche und der eBOOST-Schriftzug werden gleichzeitig eingeblendet.",non-FS,"On the condition
Request 51_19180 == fulfilled (= PWF >= FB_H, DZM in the display, sail areas are coded on and timing in the combination)
AND
Anzeige_Betriebsart_Antrieb_Hybrid == 0xxx xxxx xxx1 b (= time-variant Boosten)
become
the individual eBOOST sail areas successively in each case in the temporal distance from DZM_EBOOST_DAUER _AUFEINANDERFOLGENDE_SEGELFLAECHE
AND
the eBOOST font
represented.

Notes:
1.) That means that the construction of the 4 sail areas lasts 4 times DZM_EBOOST_DAUER _AUFEINANDERFOLGENDE_SEGELFLAECHE.
2.) The first eBOOST sail area and the eBOOST font are shown at the same time.",TBD
unchanged,CON,40_19162,"Unter der Bedingung
die eBOOST-Segel-Flächen werden gerade aufgebaut ( siehe Anforderung 51_19159 )
UND
Anzeige_Betriebsart_Antrieb_Hybrid wechselt auf 0xxx xxxx xxx0 b ( = kein zeitvariantes Boosten mehr )
wird noch die aktuell zur Anzeige kommende eBOOST-Segel-Fläche bis zum Ablauf von
DZM_EBOOST_DAUER _AUFEINANDERFOLGENDE_SEGELFLAECHE
angezeigt und anschließend alle eBOOST-Segel-Flächen aus der Anzeige genommen.

Hinweis:
Alle eBOOST-Segelflächen und der eBOOST-Schriftzug werden in diesem Fall gleichzeitig aus der Anzeige genommen.",non-FS,"On the condition
the eBOOST sail areas are structured even (see request 51_19159)
AND
Anzeige_Betriebsart_Antrieb_Hybrid changes on 0xxx xxxx xxx0 b (= no time-variant Boosten more)
becomes still up-to-date the display coming eBOOST sail area up to the workflow of
MORE DZM_EBOOST_DAUER _AUFEINANDERFOLGENDE_SEGELFLAECHE
displayed and afterwards all eBOOST sail areas from the display taken.

Note:
All eBOOST Segelflächen and the eBOOST font are taken at the same time in this case from the display.",TBD
unchanged,CON,40_21852,"Unter der Bedingung
die letzte eBOOST-Segel-Fläche wird angezeigt ( siehe Anforderung 51_19159 )
UND
Anzeige_Betriebsart_Antrieb_Hybrid wechselt auf 0xxx xxxx xxx0 b ( = kein zeitvariantes Boosten mehr )
werden alle eBOOST-Segel-Flächen und der eBOOST-Schriftzug sofort und gleichzeitig aus der Anzeige genommen.",non-FS,"On the condition
the final eBOOST sail area is displayed (see request 51_19159)
AND
Anzeige_Betriebsart_Antrieb_Hybrid changes on 0xxx xxxx xxx0 b (= no time-variant Boosten more)
all eBOOST sail areas and the eBOOST font are taken at the same time immediately and from the display.",TBD
unchanged,NRQ,40_19173,14.8.9.5.11.5.2.2 CHARGE,non-FS,LOAD,TBD
unchanged,CON,40_19174,"Unter der Bedingung
Anforderung 51_19180 == erfüllt ( = PWF >= FB_H, DZM in der Anzeige, Segel-Flächen sind auf EIN kodiert und Zeit-Steuerung im Kombi )
UND
Anzeige_Betriebsart_Antrieb_Hybrid == 0xxx xxxx 1xxx b ( = Rekuperation )
werden
die einzelnen CHARGE-Segel-Flächen nacheinander jeweils im zeitlichen Abstand von DZM_CHARGE_DAUER _AUFEINANDERFOLGENDE_SEGELFLAECHE
UND
der CHARGE-Schriftzug
dargestellt.

Hinweise:
1.) Das bedeutet, daß der Aufbau der 4 Segel-Flächen 4 mal DZM_CHARGE_DAUER _AUFEINANDERFOLGENDE_SEGELFLAECHE dauert.
2.) Die erste CHARGE-Segel-Fläche und der CHARGE-Schriftzug werden gleichzeitig eingeblendet.",non-FS,"On the condition
Request 51_19180 == fulfilled (= PWF >= FB_H, DZM in the display, sail areas are coded on and timing in the combination)
AND
Anzeige_Betriebsart_Antrieb_Hybrid == 0xxx xxxx 1xxx b (= recuperation)
become
the individual load sail areas successively in each case in the temporal distance from DZM_CHARGE_DAUER _AUFEINANDERFOLGENDE_SEGELFLAECHE
AND
the load font
represented.

Notes:
1.) That means that the construction of the 4 sail areas lasts 4 times DZM_CHARGE_DAUER _AUFEINANDERFOLGENDE_SEGELFLAECHE.
2.) The first load sail area and the load font are shown at the same time.",TBD
unchanged,CON,40_19175,"Unter der Bedingung
die CHARGE-Segel-Flächen werden gerade aufgebaut ( siehe Anforderung 51_19174 )
UND
Anzeige_Betriebsart_Antrieb_Hybrid wechselt auf 0xxx xxxx 0xxx b ( = keine Rekuperation mehr )
wird noch die aktuell zur Anzeige kommende CHARGE-Segelfläche bis zum Ablauf von
DZM_CHARGE_DAUER _AUFEINANDERFOLGENDE_SEGELFLAECHE
angezeigt und anschließend alle CHARGE-Segel-Flächen aus der Anzeige genommen.

Hinweis:
Alle CHARGE-Segelflächen und der CHARGE-Schriftzug werden in diesem Fall gleichzeitig aus der Anzeige genommen.",non-FS,"On the condition
the load sail areas are structured even (see request 51_19174)
AND
Anzeige_Betriebsart_Antrieb_Hybrid changes on 0xxx xxxx 0xxx b (= no more recuperation)
becomes still up-to-date the display coming load sail area up to the workflow of
MORE DZM_CHARGE_DAUER _AUFEINANDERFOLGENDE_SEGELFLAECHE
displayed and afterwards all load sail areas from the display taken.

Note:
All load sail areas and the load font are taken at the same time in this case from the display.",TBD
unchanged,CON,40_21853,"Unter der Bedingung
die letzte eBOOST-Segel-Fläche wird angezeigt ( siehe Anforderung 51_19174 )
UND
Anzeige_Betriebsart_Antrieb_Hybrid wechselt auf 0xxx xxxx xxx0 b ( = kein zeitvariantes Boosten mehr )
werden alle eBOOST-Segel-Flächen und der eBOOST-Schriftzug sofort und gleichzeitig aus der Anzeige genommen.",non-FS,"On the condition
the final eBOOST sail area is displayed (see request 51_19174)
AND
Anzeige_Betriebsart_Antrieb_Hybrid changes on 0xxx xxxx xxx0 b (= no time-variant Boosten more)
all eBOOST sail areas and the eBOOST font are taken at the same time immediately and from the display.",TBD
unchanged,NRQ,40_17773,14.8.9.5.11.6 Segel-Flächen im beruhigten Modus,non-FS,Sail areas in the reassuring mode,TBD
unchanged,CON,40_17774,"Unter der Bedingung
beruhigter Modus == aktiv ( siehe Anforderung 51_16269 ff. im Kapitel 'funktionsübergreifende Anzeigen' )
UND
{
Bedingungen zur Anzeige der eBOOST-Segel-Flächen und des eBOOST-Schriftzuges sind erfüllt ( siehe Anforderungen oben in diesem Kapitel )
ODER
Bedingungen zur Anzeige der CHARGE-Segel-Flächen und des CHARGE-Schriftzuges sind erfüllt ( siehe Anforderungen oben in diesem Kapitel )
}
werden die jeweiligen Segel-Flächen nicht dargestellt
UND
der entsprechende Schriftzug ( eBOOST oder CHARGE ) wird wie oben beschrieben dargestellt.

Hinweis:
Diese Anforderung ist nur für PHEV's relevant ( siehe Anforderung Anforderung 51_19153 in diesem Kapitel ), da beim Verbrenner im beruhigten Modus auf die Komfort-Ansicht umgeschaltet wird.",non-FS,"On the condition
reassuring mode == actively (see request 51_16269 FF. in the section “function-spreading displays”)
AND
{
Conditions for the display of the eBOOST sail areas and the eBOOST font are fulfilled (see request above in this section)
OR
Conditions for the display of the load sail areas and the load font are fulfilled (see request above in this section)
}
the respective sail areas are not represented
AND
the suitable font (eBOOST or LOAD) is descriptive represented above as.

Note:
This request is relevant only for PHEV's (see request request 51_19153 in this section), since with the verb racer in the reassuring mode to the comfort view one switching.",TBD
